dataset,lang,path,actor_id,gender,emotion,statement_id
esd,en,./dataset/eng/ESD/0013/Neutral/0013_000091.wav,13,m,0,91
esd,en,./dataset/eng/ESD/0015/Angry/0015_000396.wav,15,f,1,46
esd,en,./dataset/eng/ESD/0014/Sad/0014_001330.wav,14,m,3,280
esd,en,./dataset/eng/ESD/0017/Happy/0017_001016.wav,17,f,2,316
esd,en,./dataset/eng/ESD/0020/Neutral/0020_000332.wav,20,m,0,332
esd,en,./dataset/eng/ESD/0017/Happy/0017_000794.wav,17,f,2,94
esd,en,./dataset/eng/ESD/0017/Sad/0017_001346.wav,17,f,3,296
esd,en,./dataset/eng/ESD/0016/Neutral/0016_000287.wav,16,f,0,287
cafe,fr,./dataset/fr/CaFe/Colère/Fort/05-C-2-2.wav,5,m,1,2
esd,en,./dataset/eng/ESD/0011/Angry/0011_000429.wav,11,m,1,79
esd,en,./dataset/eng/ESD/0015/Happy/0015_000723.wav,15,f,2,23
cafe,fr,./dataset/fr/CaFe/Neutre/10-N-1-2.wav,10,f,0,2
esd,en,./dataset/eng/ESD/0013/Neutral/0013_000225.wav,13,m,0,225
esd,en,./dataset/eng/ESD/0020/Neutral/0020_000248.wav,20,m,0,248
esd,en,./dataset/eng/ESD/0015/Angry/0015_000410.wav,15,f,1,60
esd,en,./dataset/eng/ESD/0013/Angry/0013_000504.wav,13,m,1,154
esd,en,./dataset/eng/ESD/0014/Neutral/0014_000001.wav,14,m,0,1
cafe,fr,./dataset/fr/CaFe/Tristesse/Faible/05-T-1-6.wav,5,m,3,6
esd,en,./dataset/eng/ESD/0016/Angry/0016_000361.wav,16,f,1,11
emovo,it,./dataset/ita/EMOVO/happy_emovo_06_F_gio-f3-b1.wav,f3,f,2,b1
esd,en,./dataset/eng/ESD/0019/Happy/0019_000852.wav,19,m,2,152
esd,en,./dataset/eng/ESD/0013/Angry/0013_000479.wav,13,m,1,129
esd,en,./dataset/eng/ESD/0012/Neutral/0012_000087.wav,12,f,0,87
esd,en,./dataset/eng/ESD/0011/Happy/0011_000809.wav,11,m,2,109
esd,en,./dataset/eng/ESD/0014/Angry/0014_000452.wav,14,m,1,102
esd,en,./dataset/eng/ESD/0015/Neutral/0015_000142.wav,15,f,0,142
esd,en,./dataset/eng/ESD/0014/Happy/0014_000945.wav,14,m,2,245
esd,en,./dataset/eng/ESD/0011/Happy/0011_000891.wav,11,m,2,191
esd,en,./dataset/eng/ESD/0011/Angry/0011_000500.wav,11,m,1,150
ravdess,en,./dataset/eng/RAVDESS/happy_ravdess_24_F_03-01-03-02-01-01-24.wav,24,f,2,1
esd,en,./dataset/eng/ESD/0012/Happy/0012_000799.wav,12,f,2,99
esd,en,./dataset/eng/ESD/0012/Happy/0012_000908.wav,12,f,2,208
esd,en,./dataset/eng/ESD/0018/Happy/0018_000863.wav,18,f,2,163
esd,en,./dataset/eng/ESD/0013/Happy/0013_001039.wav,13,m,2,339
esd,en,./dataset/eng/ESD/0018/Happy/0018_000725.wav,18,f,2,25
esd,en,./dataset/eng/ESD/0016/Neutral/0016_000221.wav,16,f,0,221
esd,en,./dataset/eng/ESD/0018/Neutral/0018_000339.wav,18,f,0,339
esd,en,./dataset/eng/ESD/0017/Happy/0017_000841.wav,17,f,2,141
emovo,it,./dataset/ita/EMOVO/happy_emovo_01_M_gio-m1-n1.wav,m1,m,2,n1
esd,en,./dataset/eng/ESD/0012/Happy/0012_000746.wav,12,f,2,46
esd,en,./dataset/eng/ESD/0017/Neutral/0017_000118.wav,17,f,0,118
esd,en,./dataset/eng/ESD/0014/Angry/0014_000466.wav,14,m,1,116
esd,en,./dataset/eng/ESD/0014/Angry/0014_000364.wav,14,m,1,14
esd,en,./dataset/eng/ESD/0019/Neutral/0019_000053.wav,19,m,0,53
esd,en,./dataset/eng/ESD/0020/Neutral/0020_000043.wav,20,m,0,43
esd,en,./dataset/eng/ESD/0015/Happy/0015_000850.wav,15,f,2,150
esd,en,./dataset/eng/ESD/0019/Sad/0019_001317.wav,19,m,3,267
esd,en,./dataset/eng/ESD/0020/Happy/0020_000752.wav,20,m,2,52
esd,en,./dataset/eng/ESD/0011/Angry/0011_000698.wav,11,m,1,348
savee,en,./dataset/eng/SAVEE/neutral_savee_03_M_n20.wav,3,m,0,20
esd,en,./dataset/eng/ESD/0015/Neutral/0015_000343.wav,15,f,0,343
savee,en,./dataset/eng/SAVEE/happy_savee_04_M_h10.wav,4,m,2,10
esd,en,./dataset/eng/ESD/0013/Happy/0013_000767.wav,13,m,2,67
esd,en,./dataset/eng/ESD/0014/Sad/0014_001069.wav,14,m,3,19
esd,en,./dataset/eng/ESD/0020/Angry/0020_000458.wav,20,m,1,108
esd,en,./dataset/eng/ESD/0016/Angry/0016_000615.wav,16,f,1,265
esd,en,./dataset/eng/ESD/0013/Sad/0013_001313.wav,13,m,3,263
ravdess,en,./dataset/eng/RAVDESS/anger_ravdess_05_M_03-01-05-01-01-01-05.wav,5,m,1,1
esd,en,./dataset/eng/ESD/0017/Angry/0017_000677.wav,17,f,1,327
esd,en,./dataset/eng/ESD/0011/Sad/0011_001366.wav,11,m,3,316
ecarini,it,./dataset/ita/ECARINI/sad_ecarini_01_M_Il_colombre_par29.wav,1,m,3,29
esd,en,./dataset/eng/ESD/0018/Sad/0018_001213.wav,18,f,3,163
esd,en,./dataset/eng/ESD/0018/Neutral/0018_000229.wav,18,f,0,229
esd,en,./dataset/eng/ESD/0019/Sad/0019_001144.wav,19,m,3,94
esd,en,./dataset/eng/ESD/0015/Happy/0015_000747.wav,15,f,2,47
esd,en,./dataset/eng/ESD/0016/Angry/0016_000639.wav,16,f,1,289
esd,en,./dataset/eng/ESD/0015/Sad/0015_001051.wav,15,f,3,1
esd,en,./dataset/eng/ESD/0018/Sad/0018_001096.wav,18,f,3,46
cafe,fr,./dataset/fr/CaFe/Neutre/05-N-1-4.wav,5,m,0,4
esd,en,./dataset/eng/ESD/0014/Sad/0014_001109.wav,14,m,3,59
esd,en,./dataset/eng/ESD/0013/Happy/0013_000983.wav,13,m,2,283
esd,en,./dataset/eng/ESD/0015/Angry/0015_000474.wav,15,f,1,124
esd,en,./dataset/eng/ESD/0016/Angry/0016_000656.wav,16,f,1,306
esd,en,./dataset/eng/ESD/0018/Happy/0018_000839.wav,18,f,2,139
esd,en,./dataset/eng/ESD/0015/Angry/0015_000571.wav,15,f,1,221
esd,en,./dataset/eng/ESD/0019/Sad/0019_001310.wav,19,m,3,260
esd,en,./dataset/eng/ESD/0019/Neutral/0019_000215.wav,19,m,0,215
esd,en,./dataset/eng/ESD/0020/Happy/0020_000988.wav,20,m,2,288
emovo,it,./dataset/ita/EMOVO/neutral_emovo_04_F_neu-f1-b2.wav,f1,f,0,b2
esd,en,./dataset/eng/ESD/0015/Neutral/0015_000043.wav,15,f,0,43
esd,en,./dataset/eng/ESD/0018/Happy/0018_000951.wav,18,f,2,251
esd,en,./dataset/eng/ESD/0011/Happy/0011_001047.wav,11,m,2,347
ravdess,en,./dataset/eng/RAVDESS/anger_ravdess_08_F_03-01-05-01-01-02-08.wav,8,f,1,1
esd,en,./dataset/eng/ESD/0016/Sad/0016_001148.wav,16,f,3,98
esd,en,./dataset/eng/ESD/0012/Sad/0012_001280.wav,12,f,3,230
emovo,it,./dataset/ita/EMOVO/happy_emovo_06_F_gio-f3-d2.wav,f3,f,2,d2
esd,en,./dataset/eng/ESD/0020/Happy/0020_000797.wav,20,m,2,97
esd,en,./dataset/eng/ESD/0012/Angry/0012_000437.wav,12,f,1,87
ravdess,en,./dataset/eng/RAVDESS/sad_ravdess_18_F_03-01-04-01-01-01-18.wav,18,f,3,1
esd,en,./dataset/eng/ESD/0014/Sad/0014_001350.wav,14,m,3,300
esd,en,./dataset/eng/ESD/0014/Sad/0014_001123.wav,14,m,3,73
ravdess,en,./dataset/eng/RAVDESS/anger_ravdess_20_F_03-01-05-02-01-02-20.wav,20,f,1,1
esd,en,./dataset/eng/ESD/0012/Happy/0012_000751.wav,12,f,2,51
esd,en,./dataset/eng/ESD/0020/Neutral/0020_000038.wav,20,m,0,38
esd,en,./dataset/eng/ESD/0019/Happy/0019_000814.wav,19,m,2,114
esd,en,./dataset/eng/ESD/0012/Angry/0012_000394.wav,12,f,1,44
esd,en,./dataset/eng/ESD/0012/Angry/0012_000505.wav,12,f,1,155
esd,en,./dataset/eng/ESD/0013/Sad/0013_001071.wav,13,m,3,21
esd,en,./dataset/eng/ESD/0015/Sad/0015_001072.wav,15,f,3,22
esd,en,./dataset/eng/ESD/0012/Neutral/0012_000284.wav,12,f,0,284
esd,en,./dataset/eng/ESD/0017/Sad/0017_001292.wav,17,f,3,242
esd,en,./dataset/eng/ESD/0015/Sad/0015_001303.wav,15,f,3,253
esd,en,./dataset/eng/ESD/0012/Angry/0012_000575.wav,12,f,1,225
esd,en,./dataset/eng/ESD/0017/Sad/0017_001127.wav,17,f,3,77
esd,en,./dataset/eng/ESD/0019/Sad/0019_001384.wav,19,m,3,334
esd,en,./dataset/eng/ESD/0014/Happy/0014_000867.wav,14,m,2,167
savee,en,./dataset/eng/SAVEE/neutral_savee_03_M_n15.wav,3,m,0,15
esd,en,./dataset/eng/ESD/0018/Neutral/0018_000161.wav,18,f,0,161
esd,en,./dataset/eng/ESD/0016/Neutral/0016_000345.wav,16,f,0,345
esd,en,./dataset/eng/ESD/0014/Angry/0014_000441.wav,14,m,1,91
ecarini,it,./dataset/ita/ECARINI/sad_ecarini_01_M_Il_colombre_par14.wav,1,m,3,14
esd,en,./dataset/eng/ESD/0014/Angry/0014_000351.wav,14,m,1,1
esd,en,./dataset/eng/ESD/0011/Happy/0011_000832.wav,11,m,2,132
esd,en,./dataset/eng/ESD/0013/Angry/0013_000656.wav,13,m,1,306
esd,en,./dataset/eng/ESD/0011/Happy/0011_000798.wav,11,m,2,98
esd,en,./dataset/eng/ESD/0020/Angry/0020_000579.wav,20,m,1,229
esd,en,./dataset/eng/ESD/0015/Neutral/0015_000056.wav,15,f,0,56
esd,en,./dataset/eng/ESD/0015/Sad/0015_001182.wav,15,f,3,132
esd,en,./dataset/eng/ESD/0015/Sad/0015_001113.wav,15,f,3,63
esd,en,./dataset/eng/ESD/0019/Sad/0019_001389.wav,19,m,3,339
esd,en,./dataset/eng/ESD/0015/Happy/0015_001027.wav,15,f,2,327
esd,en,./dataset/eng/ESD/0017/Angry/0017_000668.wav,17,f,1,318
esd,en,./dataset/eng/ESD/0011/Angry/0011_000574.wav,11,m,1,224
ravdess,en,./dataset/eng/RAVDESS/neutral_ravdess_14_F_03-01-01-01-01-02-14.wav,14,f,0,1
esd,en,./dataset/eng/ESD/0011/Happy/0011_000758.wav,11,m,2,58
esd,en,./dataset/eng/ESD/0020/Happy/0020_000738.wav,20,m,2,38
esd,en,./dataset/eng/ESD/0011/Neutral/0011_000306.wav,11,m,0,306
esd,en,./dataset/eng/ESD/0019/Sad/0019_001174.wav,19,m,3,124
esd,en,./dataset/eng/ESD/0019/Happy/0019_000848.wav,19,m,2,148
esd,en,./dataset/eng/ESD/0017/Sad/0017_001181.wav,17,f,3,131
esd,en,./dataset/eng/ESD/0014/Sad/0014_001199.wav,14,m,3,149
esd,en,./dataset/eng/ESD/0017/Angry/0017_000575.wav,17,f,1,225
esd,en,./dataset/eng/ESD/0016/Happy/0016_000755.wav,16,f,2,55
esd,en,./dataset/eng/ESD/0017/Neutral/0017_000085.wav,17,f,0,85
esd,en,./dataset/eng/ESD/0016/Happy/0016_000802.wav,16,f,2,102
ravdess,en,./dataset/eng/RAVDESS/neutral_ravdess_08_F_03-01-01-01-01-02-08.wav,8,f,0,1
esd,en,./dataset/eng/ESD/0014/Happy/0014_001028.wav,14,m,2,328
esd,en,./dataset/eng/ESD/0018/Happy/0018_000857.wav,18,f,2,157
emovo,it,./dataset/ita/EMOVO/neutral_emovo_05_F_neu-f2-n5.wav,f2,f,0,n5
esd,en,./dataset/eng/ESD/0016/Neutral/0016_000224.wav,16,f,0,224
esd,en,./dataset/eng/ESD/0012/Sad/0012_001374.wav,12,f,3,324
esd,en,./dataset/eng/ESD/0012/Neutral/0012_000076.wav,12,f,0,76
esd,en,./dataset/eng/ESD/0012/Neutral/0012_000318.wav,12,f,0,318
esd,en,./dataset/eng/ESD/0018/Sad/0018_001239.wav,18,f,3,189
esd,en,./dataset/eng/ESD/0014/Sad/0014_001384.wav,14,m,3,334
esd,en,./dataset/eng/ESD/0018/Neutral/0018_000324.wav,18,f,0,324
esd,en,./dataset/eng/ESD/0015/Neutral/0015_000313.wav,15,f,0,313
esd,en,./dataset/eng/ESD/0016/Angry/0016_000500.wav,16,f,1,150
esd,en,./dataset/eng/ESD/0017/Happy/0017_000715.wav,17,f,2,15
esd,en,./dataset/eng/ESD/0016/Sad/0016_001333.wav,16,f,3,283
esd,en,./dataset/eng/ESD/0014/Sad/0014_001222.wav,14,m,3,172
esd,en,./dataset/eng/ESD/0018/Sad/0018_001379.wav,18,f,3,329
esd,en,./dataset/eng/ESD/0012/Happy/0012_001028.wav,12,f,2,328
esd,en,./dataset/eng/ESD/0019/Happy/0019_000810.wav,19,m,2,110
esd,en,./dataset/eng/ESD/0014/Angry/0014_000634.wav,14,m,1,284
esd,en,./dataset/eng/ESD/0018/Neutral/0018_000063.wav,18,f,0,63
esd,en,./dataset/eng/ESD/0019/Neutral/0019_000182.wav,19,m,0,182
esd,en,./dataset/eng/ESD/0018/Neutral/0018_000057.wav,18,f,0,57
savee,en,./dataset/eng/SAVEE/sad_savee_02_M_sa07.wav,2,m,3,a07
esd,en,./dataset/eng/ESD/0016/Neutral/0016_000107.wav,16,f,0,107
esd,en,./dataset/eng/ESD/0012/Neutral/0012_000346.wav,12,f,0,346
esd,en,./dataset/eng/ESD/0015/Sad/0015_001115.wav,15,f,3,65
esd,en,./dataset/eng/ESD/0015/Angry/0015_000556.wav,15,f,1,206
cafe,fr,./dataset/fr/CaFe/Colère/Fort/01-C-2-4.wav,1,m,1,4
ravdess,en,./dataset/eng/RAVDESS/happy_ravdess_21_M_03-01-03-02-01-02-21.wav,21,m,2,1
esd,en,./dataset/eng/ESD/0015/Neutral/0015_000174.wav,15,f,0,174
esd,en,./dataset/eng/ESD/0014/Happy/0014_000949.wav,14,m,2,249
esd,en,./dataset/eng/ESD/0011/Angry/0011_000533.wav,11,m,1,183
cafe,fr,./dataset/fr/CaFe/Joie/Faible/12-J-1-2.wav,12,f,2,2
esd,en,./dataset/eng/ESD/0016/Angry/0016_000650.wav,16,f,1,300
esd,en,./dataset/eng/ESD/0019/Neutral/0019_000338.wav,19,m,0,338
esd,en,./dataset/eng/ESD/0017/Happy/0017_000839.wav,17,f,2,139
ravdess,en,./dataset/eng/RAVDESS/happy_ravdess_23_M_03-01-03-02-02-02-23.wav,23,m,2,2
esd,en,./dataset/eng/ESD/0018/Sad/0018_001066.wav,18,f,3,16
esd,en,./dataset/eng/ESD/0011/Angry/0011_000440.wav,11,m,1,90
esd,en,./dataset/eng/ESD/0012/Neutral/0012_000152.wav,12,f,0,152
esd,en,./dataset/eng/ESD/0011/Happy/0011_000893.wav,11,m,2,193
ravdess,en,./dataset/eng/RAVDESS/happy_ravdess_19_M_03-01-03-02-01-01-19.wav,19,m,2,1
esd,en,./dataset/eng/ESD/0012/Angry/0012_000642.wav,12,f,1,292
esd,en,./dataset/eng/ESD/0019/Neutral/0019_000329.wav,19,m,0,329
esd,en,./dataset/eng/ESD/0011/Happy/0011_000705.wav,11,m,2,5
esd,en,./dataset/eng/ESD/0013/Angry/0013_000482.wav,13,m,1,132
esd,en,./dataset/eng/ESD/0019/Sad/0019_001366.wav,19,m,3,316
esd,en,./dataset/eng/ESD/0020/Sad/0020_001255.wav,20,m,3,205
esd,en,./dataset/eng/ESD/0011/Angry/0011_000376.wav,11,m,1,26
esd,en,./dataset/eng/ESD/0013/Happy/0013_000884.wav,13,m,2,184
esd,en,./dataset/eng/ESD/0019/Angry/0019_000430.wav,19,m,1,80
esd,en,./dataset/eng/ESD/0018/Neutral/0018_000103.wav,18,f,0,103
esd,en,./dataset/eng/ESD/0014/Sad/0014_001262.wav,14,m,3,212
esd,en,./dataset/eng/ESD/0017/Happy/0017_000910.wav,17,f,2,210
esd,en,./dataset/eng/ESD/0020/Sad/0020_001336.wav,20,m,3,286
esd,en,./dataset/eng/ESD/0013/Happy/0013_000982.wav,13,m,2,282
savee,en,./dataset/eng/SAVEE/neutral_savee_04_M_n15.wav,4,m,0,15
cafe,fr,./dataset/fr/CaFe/Colère/Faible/12-C-1-5.wav,12,f,1,5
esd,en,./dataset/eng/ESD/0018/Angry/0018_000411.wav,18,f,1,61
emovo,it,./dataset/ita/EMOVO/anger_emovo_01_M_rab-m1-d1.wav,m1,m,1,d1
esd,en,./dataset/eng/ESD/0014/Neutral/0014_000300.wav,14,m,0,300
esd,en,./dataset/eng/ESD/0020/Happy/0020_000720.wav,20,m,2,20
esd,en,./dataset/eng/ESD/0013/Neutral/0013_000153.wav,13,m,0,153
esd,en,./dataset/eng/ESD/0014/Happy/0014_000734.wav,14,m,2,34
esd,en,./dataset/eng/ESD/0017/Sad/0017_001238.wav,17,f,3,188
esd,en,./dataset/eng/ESD/0019/Happy/0019_000725.wav,19,m,2,25
esd,en,./dataset/eng/ESD/0017/Neutral/0017_000301.wav,17,f,0,301
esd,en,./dataset/eng/ESD/0019/Happy/0019_000716.wav,19,m,2,16
esd,en,./dataset/eng/ESD/0012/Happy/0012_000919.wav,12,f,2,219
ecarini,it,./dataset/ita/ECARINI/neutral_ecarini_01_M_Il_colombre_par44.wav,1,m,0,44
esd,en,./dataset/eng/ESD/0012/Angry/0012_000524.wav,12,f,1,174
savee,en,./dataset/eng/SAVEE/anger_savee_01_M_a15.wav,1,m,1,15
esd,en,./dataset/eng/ESD/0013/Neutral/0013_000195.wav,13,m,0,195
esd,en,./dataset/eng/ESD/0016/Happy/0016_000882.wav,16,f,2,182
esd,en,./dataset/eng/ESD/0015/Angry/0015_000399.wav,15,f,1,49
esd,en,./dataset/eng/ESD/0015/Happy/0015_000815.wav,15,f,2,115
esd,en,./dataset/eng/ESD/0012/Sad/0012_001228.wav,12,f,3,178
esd,en,./dataset/eng/ESD/0016/Neutral/0016_000022.wav,16,f,0,22
esd,en,./dataset/eng/ESD/0015/Happy/0015_000897.wav,15,f,2,197
esd,en,./dataset/eng/ESD/0012/Neutral/0012_000215.wav,12,f,0,215
esd,en,./dataset/eng/ESD/0015/Angry/0015_000465.wav,15,f,1,115
esd,en,./dataset/eng/ESD/0020/Angry/0020_000566.wav,20,m,1,216
esd,en,./dataset/eng/ESD/0015/Happy/0015_000851.wav,15,f,2,151
cafe,fr,./dataset/fr/CaFe/Tristesse/Fort/09-T-2-4.wav,9,m,3,4
esd,en,./dataset/eng/ESD/0017/Neutral/0017_000141.wav,17,f,0,141
esd,en,./dataset/eng/ESD/0020/Neutral/0020_000073.wav,20,m,0,73
esd,en,./dataset/eng/ESD/0019/Happy/0019_000929.wav,19,m,2,229
esd,en,./dataset/eng/ESD/0019/Angry/0019_000642.wav,19,m,1,292
esd,en,./dataset/eng/ESD/0015/Happy/0015_001023.wav,15,f,2,323
esd,en,./dataset/eng/ESD/0013/Angry/0013_000472.wav,13,m,1,122
esd,en,./dataset/eng/ESD/0013/Angry/0013_000440.wav,13,m,1,90
esd,en,./dataset/eng/ESD/0020/Angry/0020_000440.wav,20,m,1,90
esd,en,./dataset/eng/ESD/0013/Neutral/0013_000216.wav,13,m,0,216
esd,en,./dataset/eng/ESD/0020/Happy/0020_000916.wav,20,m,2,216
esd,en,./dataset/eng/ESD/0014/Sad/0014_001361.wav,14,m,3,311
esd,en,./dataset/eng/ESD/0014/Happy/0014_000944.wav,14,m,2,244
esd,en,./dataset/eng/ESD/0011/Neutral/0011_000058.wav,11,m,0,58
esd,en,./dataset/eng/ESD/0020/Sad/0020_001060.wav,20,m,3,10
esd,en,./dataset/eng/ESD/0013/Happy/0013_000872.wav,13,m,2,172
esd,en,./dataset/eng/ESD/0014/Neutral/0014_000102.wav,14,m,0,102
esd,en,./dataset/eng/ESD/0017/Happy/0017_000806.wav,17,f,2,106
esd,en,./dataset/eng/ESD/0016/Angry/0016_000554.wav,16,f,1,204
esd,en,./dataset/eng/ESD/0020/Neutral/0020_000094.wav,20,m,0,94
esd,en,./dataset/eng/ESD/0015/Sad/0015_001074.wav,15,f,3,24
esd,en,./dataset/eng/ESD/0019/Neutral/0019_000254.wav,19,m,0,254
esd,en,./dataset/eng/ESD/0020/Sad/0020_001158.wav,20,m,3,108
esd,en,./dataset/eng/ESD/0012/Angry/0012_000522.wav,12,f,1,172
cafe,fr,./dataset/fr/CaFe/Neutre/08-N-1-4.wav,8,f,0,4
esd,en,./dataset/eng/ESD/0013/Sad/0013_001307.wav,13,m,3,257
esd,en,./dataset/eng/ESD/0012/Happy/0012_001015.wav,12,f,2,315
esd,en,./dataset/eng/ESD/0014/Angry/0014_000541.wav,14,m,1,191
esd,en,./dataset/eng/ESD/0012/Neutral/0012_000100.wav,12,f,0,100
esd,en,./dataset/eng/ESD/0016/Happy/0016_000920.wav,16,f,2,220
esd,en,./dataset/eng/ESD/0012/Neutral/0012_000254.wav,12,f,0,254
esd,en,./dataset/eng/ESD/0012/Angry/0012_000554.wav,12,f,1,204
emovo,it,./dataset/ita/EMOVO/sad_emovo_03_M_tri-m3-l2.wav,m3,m,3,l2
esd,en,./dataset/eng/ESD/0017/Neutral/0017_000062.wav,17,f,0,62
esd,en,./dataset/eng/ESD/0017/Angry/0017_000462.wav,17,f,1,112
esd,en,./dataset/eng/ESD/0013/Sad/0013_001245.wav,13,m,3,195
esd,en,./dataset/eng/ESD/0015/Angry/0015_000520.wav,15,f,1,170
esd,en,./dataset/eng/ESD/0017/Sad/0017_001334.wav,17,f,3,284
esd,en,./dataset/eng/ESD/0017/Sad/0017_001173.wav,17,f,3,123
esd,en,./dataset/eng/ESD/0016/Sad/0016_001091.wav,16,f,3,41
esd,en,./dataset/eng/ESD/0015/Angry/0015_000521.wav,15,f,1,171
esd,en,./dataset/eng/ESD/0020/Sad/0020_001264.wav,20,m,3,214
esd,en,./dataset/eng/ESD/0019/Angry/0019_000415.wav,19,m,1,65
esd,en,./dataset/eng/ESD/0017/Happy/0017_000874.wav,17,f,2,174
esd,en,./dataset/eng/ESD/0020/Sad/0020_001390.wav,20,m,3,340
esd,en,./dataset/eng/ESD/0014/Sad/0014_001208.wav,14,m,3,158
esd,en,./dataset/eng/ESD/0011/Angry/0011_000652.wav,11,m,1,302
esd,en,./dataset/eng/ESD/0013/Angry/0013_000684.wav,13,m,1,334
esd,en,./dataset/eng/ESD/0011/Angry/0011_000628.wav,11,m,1,278
esd,en,./dataset/eng/ESD/0018/Sad/0018_001165.wav,18,f,3,115
savee,en,./dataset/eng/SAVEE/neutral_savee_04_M_n17.wav,4,m,0,17
esd,en,./dataset/eng/ESD/0016/Sad/0016_001215.wav,16,f,3,165
esd,en,./dataset/eng/ESD/0017/Happy/0017_000881.wav,17,f,2,181
cafe,fr,./dataset/fr/CaFe/Joie/Fort/08-J-2-1.wav,8,f,2,1
esd,en,./dataset/eng/ESD/0017/Happy/0017_000998.wav,17,f,2,298
esd,en,./dataset/eng/ESD/0013/Sad/0013_001253.wav,13,m,3,203
esd,en,./dataset/eng/ESD/0016/Neutral/0016_000077.wav,16,f,0,77
esd,en,./dataset/eng/ESD/0014/Neutral/0014_000140.wav,14,m,0,140
esd,en,./dataset/eng/ESD/0014/Angry/0014_000455.wav,14,m,1,105
esd,en,./dataset/eng/ESD/0014/Happy/0014_001018.wav,14,m,2,318
esd,en,./dataset/eng/ESD/0018/Angry/0018_000577.wav,18,f,1,227
esd,en,./dataset/eng/ESD/0017/Angry/0017_000687.wav,17,f,1,337
esd,en,./dataset/eng/ESD/0013/Sad/0013_001145.wav,13,m,3,95
esd,en,./dataset/eng/ESD/0019/Happy/0019_000859.wav,19,m,2,159
esd,en,./dataset/eng/ESD/0011/Happy/0011_000920.wav,11,m,2,220
esd,en,./dataset/eng/ESD/0017/Angry/0017_000388.wav,17,f,1,38
esd,en,./dataset/eng/ESD/0018/Neutral/0018_000190.wav,18,f,0,190
esd,en,./dataset/eng/ESD/0016/Sad/0016_001152.wav,16,f,3,102
esd,en,./dataset/eng/ESD/0020/Sad/0020_001281.wav,20,m,3,231
esd,en,./dataset/eng/ESD/0011/Angry/0011_000469.wav,11,m,1,119
esd,en,./dataset/eng/ESD/0015/Angry/0015_000663.wav,15,f,1,313
esd,en,./dataset/eng/ESD/0020/Happy/0020_000920.wav,20,m,2,220
esd,en,./dataset/eng/ESD/0017/Neutral/0017_000082.wav,17,f,0,82
esd,en,./dataset/eng/ESD/0013/Neutral/0013_000268.wav,13,m,0,268
esd,en,./dataset/eng/ESD/0019/Neutral/0019_000085.wav,19,m,0,85
esd,en,./dataset/eng/ESD/0013/Sad/0013_001346.wav,13,m,3,296
esd,en,./dataset/eng/ESD/0015/Angry/0015_000526.wav,15,f,1,176
esd,en,./dataset/eng/ESD/0018/Sad/0018_001346.wav,18,f,3,296
esd,en,./dataset/eng/ESD/0013/Sad/0013_001370.wav,13,m,3,320
savee,en,./dataset/eng/SAVEE/neutral_savee_04_M_n02.wav,4,m,0,02
esd,en,./dataset/eng/ESD/0011/Neutral/0011_000092.wav,11,m,0,92
emovo,it,./dataset/ita/EMOVO/happy_emovo_04_F_gio-f1-n2.wav,f1,f,2,n2
esd,en,./dataset/eng/ESD/0012/Sad/0012_001356.wav,12,f,3,306
esd,en,./dataset/eng/ESD/0012/Happy/0012_000854.wav,12,f,2,154
esd,en,./dataset/eng/ESD/0011/Happy/0011_001028.wav,11,m,2,328
esd,en,./dataset/eng/ESD/0016/Angry/0016_000541.wav,16,f,1,191
esd,en,./dataset/eng/ESD/0020/Happy/0020_000942.wav,20,m,2,242
emovo,it,./dataset/ita/EMOVO/happy_emovo_05_F_gio-f2-b1.wav,f2,f,2,b1
esd,en,./dataset/eng/ESD/0012/Angry/0012_000456.wav,12,f,1,106
esd,en,./dataset/eng/ESD/0017/Neutral/0017_000308.wav,17,f,0,308
esd,en,./dataset/eng/ESD/0020/Angry/0020_000624.wav,20,m,1,274
esd,en,./dataset/eng/ESD/0018/Sad/0018_001208.wav,18,f,3,158
esd,en,./dataset/eng/ESD/0017/Neutral/0017_000326.wav,17,f,0,326
esd,en,./dataset/eng/ESD/0015/Angry/0015_000651.wav,15,f,1,301
esd,en,./dataset/eng/ESD/0013/Neutral/0013_000102.wav,13,m,0,102
esd,en,./dataset/eng/ESD/0019/Happy/0019_001023.wav,19,m,2,323
esd,en,./dataset/eng/ESD/0018/Neutral/0018_000266.wav,18,f,0,266
esd,en,./dataset/eng/ESD/0013/Neutral/0013_000164.wav,13,m,0,164
cafe,fr,./dataset/fr/CaFe/Joie/Faible/04-J-1-2.wav,4,f,2,2
esd,en,./dataset/eng/ESD/0011/Neutral/0011_000053.wav,11,m,0,53
esd,en,./dataset/eng/ESD/0017/Happy/0017_000878.wav,17,f,2,178
esd,en,./dataset/eng/ESD/0020/Angry/0020_000388.wav,20,m,1,38
esd,en,./dataset/eng/ESD/0018/Happy/0018_001044.wav,18,f,2,344
esd,en,./dataset/eng/ESD/0014/Happy/0014_000858.wav,14,m,2,158
esd,en,./dataset/eng/ESD/0018/Angry/0018_000646.wav,18,f,1,296
esd,en,./dataset/eng/ESD/0014/Sad/0014_001195.wav,14,m,3,145
esd,en,./dataset/eng/ESD/0013/Neutral/0013_000227.wav,13,m,0,227
esd,en,./dataset/eng/ESD/0016/Neutral/0016_000037.wav,16,f,0,37
esd,en,./dataset/eng/ESD/0012/Sad/0012_001371.wav,12,f,3,321
